CommitID, Committer, FilesChanged, LinesChanges, LinesAdded, LinesDeleted
13f3576e68f344346dde4cd9fa35d90467f62592, OpsMx, 2, 31, 25, 6
1cfd3ac7089dbcffc74dbce16676b6c651ac5e29, OpsMx, 1, 50, 29, 21
6a02030fac449cf8ba3e29e21b5e5a078703427e, OpsMx, 3, 126, 67, 59
a6b285c828be3e4e67f332bc59dd4489df7504a6, yugaa22, 3, 126, 67, 59
ae2fd325e2dd5652b72f4e203a10ab46e363576a, yugaa22, 16, 1348, 1037, 311
c297fe4da171d34a869242a7c9a0c3d004278e85, OpsMx, 16, 1348, 1037, 311
cce15a614bc76425a83abac302b49304a235a030, OpsMx, 3, 56, 26, 30
f40c693418cf86ef41576963cbf241ec808468f6, Lingaselvan Palanichamy, 1, 14, 10, 4
fa6b560384633da265312b96805bb85636cfdaa8, OpsMx, 1, 2, 1, 1
